TargetWord	LemmaWord	lsj (Liddell, Scott, Jones)
Λυσιμάχη	λυσίμαχος	ending strife
Λύκων	Λύκος	wolf
Λύκων	λύκος	wolf
Λύκων	λυκόω	tear like a wolf
Λύσων	λύω	loosen
Λῆγες	λήγω	stay, abate
Μάγνησσα	Μάγνης	the magnet
Μάγοι	Μάγος	one of the priests and wise men in Persia
Μάγων	Μάγος	one of the priests and wise men in Persia
Μάκιστος	μήκιστος	tallest
Μάκυνα	μηκύνω	lengthen, prolong
Μάλης	μάλη	arm-pit
Μάνδρης	μάνδρα	enclosed space
Μάνιος	μῆνις	wrath
Μάνις	μῆνις	wrath
Μάντιος	μάντις	diviner, seer, prophet
Μάρδοι	Μάρδος	flute
Μάρδων	Μάρδος	flute
Μάρης	μάρη	hand
Μάρκιον ὄρος	ὄρος	mountain, hill
Μάρων	μᾶρον	sage, Teucrium Marum
Μάτρων	μήτρως	maternal uncle
Μάττην	μάσσω	knead, press into a mould
Μάττων	μάσσω	knead, press into a mould
Μάτων	ματάω	to be idle, dally
Μάχων	μαχάω	wish to fight
Μέδοισα	μέδω	protect, rule over
Μέδουσα	μέδω	protect, rule over
Μέδων	μέδος	mead
Μέδων	μέδω	protect, rule over
Μέλαινα ἄκρη	ἄκρα	highest or farthest point
Μέλαινα ἄκρη	ἄκρις	hill-top, mountain peak
Μέλαινα ἄκρη	μέλας	black, dark
Μέλαινα ἄκρη	ἄκρος	at the farthest point or end
Μέλαιναι	μέλας	black, dark
Μέλαμπος	Μελάμπους	blackfooted
Μέλαμπος	μελάμπους	blackfooted
Μέλιος	μέλος	limb
Μέλισσαι	Μέλισσα	madhu-lih-
Μέλισσαι	μέλισσα	madhu-lih-
Μέλισσαι	μελίζω	dismember, cutin pieces
Μέλιτος	μέλι	honey
Μέλλων	μέλλω	to be destined or likely to
Μέλων	μέλω	to be an object of care or thought
Μένιος	μένος	might, force
Μένων	μένω	stay, wait
Μέρμνων	μέρμνος	hawk
Μέροπες	Μέροψ	dividing the voice
Μέροπες	μέροψ	dividing the voice
Μέσπιλα	μέσπιλον	medlar
Μέσση	μέσος	middle, in the middle
Μέτωπα	μέτωπον	the space between the eyes
Μήδα	μῆδος1	counsels, plans, arts
Μήδα	μῆδος2	genitals
Μήδη	μῆδος1	counsels, plans, arts
Μήδη	μῆδος2	genitals
Μήλα	μήλη	probe
Μήλης	μήλη	probe
Μήνιος	μῆνις	wrath
Μίδου κρήνη	Μίδας	the luckiest throw
Μίδου κρήνη	κρήνη	well, spring, fountain
Μίλων	μῖλος	yew, Taxus baccata
Μίση	μῖσος	hate, hatred
Μίση	μισέω	hate
Μαίων	Μάιος	Maius, May
Μαγνητικός	Μάγνης	the magnet
Μαγνῆτις	Μάγνης	the magnet
Μαινάλιος	Μαίναλον	Mount Maenalus
Μαιώτης ποταμός	ποταμός	river, stream
Μακάρτατος	μάκαρ	blessed, happy
Μακάρων νῆσοι	Μάκαρ	blessed, happy
Μακάρων νῆσοι	μάκαρ	blessed, happy
Μακάρων νῆσοι	νῆσος	island
Μακεδνὸν ἔθνος	ἔθνος	number of people living together, company, body of men
Μακεδνὸν ἔθνος	Μακεδνός	tall, taper
Μακεδνὸν ἔθνος	μακεδνός	tall, taper
Μακεδόνισσα	Μακεδονίζω	to be on the Macedonian side
Μακραί	μακρός	long
Μαλθακή	μαλθακός	soft
Μαλιακὸς κόλπος	κόλπος	bosom, lap
Μαλλοί	Μαλλός	flock of wool
Μαλλοί	μαλλός	flock of wool
Μαρίκας ἄλσος	ἄλσος	grove
Μαραθῶνι	Μαραθών	overgrown with fennel
Μαρτία	Μάρτιος	Martius, the month of March
Μαχάων	μάχη	battle, combat
Μαχαιρίων	μαχαίριον	surgeon's or barber's knife
Μεγάλη πόλις	πόλις	city
Μεγάλη πόλις	μέγας	big
Μεγίστης	μέγας	big
Μελάγχλαινοι	μελάγχλαινος	black-cloaked
Μελάντειοι σκόπελοι	σκόπελος	lookoutplace
Μελέας	μέλεος	idle, useless
Μελίη	μελία	manna ash, Fraxinus Ornus
Μελίτεια	μελίτειον	mead
Μελίτων	μέλι	honey
Μελίτων	μελιτόω	to be sweetened with honey
Μελανίων	μελάνια	festival of Dionysus
Μελανίων	μελάνιον	ink, PMag. Par.
Μελανίων	μελαίνω	blacken, make black
Μενέλεως	Μενέλαος	Abiding-men
Μενεδάϊος	μενεδήιος	standing one's ground against the enemy, staunch
Μενελάϊος λιμήν	λιμήν	harbour
Μενιτίδες πύλαι	πύλη	one wing of a pair of double gates
Μερκηδόνιος μήν	μείς	month
Μερκηδόνιος μήν	μήν	verily, truly
Μεσοποταμία	μεσοποτάμιος	between rivers
Μεσοποταμίτης	μεσοποτάμιος	between rivers
Μεσόγειον	μεσόγαιος	inland, in the heart of a country
Μεταπόντιοι	μεταπόντιος	in the midst of the sea
Μεταπόντιον	μεταπόντιος	in the midst of the sea
Μηδικῶς	Μηδικός	the Median affairs
Μηλία	Μήλιος	from the island of Meios, Melian
Μηλιακὸς κόλπος	κόλπος	bosom, lap
Μηλιακὸς κόλπος	Μηλιεύς	inhabitant of Malis
Μητίων	μῆτις	wisdom, skill, craft
Μητίων	μητιάω	meditate, deliberate
Μνάσων	μιμνήσκω	remind, put in mind
Μνήσων	μιμνήσκω	remind, put in mind
Μναμοσύνα	μνημοσύνη	remembrance, memory
Μονίμη	μόνιμος	staying in one's place, stable
Μορίη	μορία	the sacred olives
Μοσχίνη	μόσχινος	of calf-skin
Μοσχίων	μοσχίον	young calf
Μοσχίων	μόσχιος	of a calf
Μυεκφορίτης νόμος	νόμος	that which is in habitual practice, use or possession
Μυοῦς	μυόω	make muscular
Μυρρίνη	μυρσίνη	myrtle, Myrtus communis
Μυρρίνη	μυρρινάω	long for myrtle-wreaths
Μυρτώσιον αἶπος	αἰπος	height, steep
Μυσία	μυσιάω	breathe hard
Μυσίη	μυσιάω	breathe hard
Μόσσυνες	μόσσυν	wooden house or tower
Μόσχοι	Μόσχος	young shoot or twig
Μόσχοι	μόσχος1	young shoot or twig
Μόσχοι	μόσχος2	calf, young bull
Μόψου ἑστία	ἑστία	hearth of a house
Μόψου ἑστία	ἕστιος	of the
Μόψου ἑστία	ἑστιάω	receive at one's hearth or in one's house
Μύδων	μύδος	damp: clamminess, decay
Μύδων	μυδάω	to be damp, dripping
Μύηνον ὄρος	ὄρος	mountain, hill
Μύκοι	μυκάομαι	low, bellow
Μύλακες	μύλαξ	millstone, any large round stone
Μύνης	μύνη	excuse, pretence
Μύρα	μύρον	sweet oil, unguent, perfume
Μύρσων	Μύρσος	basket
Μύρσων	μύρσος	basket
Μύρων	μύρον	sweet oil, unguent, perfume
Μύρων	μύρω	flow, trickle
Μύσιος	μύσις	closing
Μύσιος	μύσος	uncleanness, defilement
Μύσων	μύω	close, be shut
Μύσων	μύζω	make the sound
Μύσων	μυσόω	pollute
Νέμεα	νέμος	wooded pasture, glade
Νέμεος	νέμος	wooded pasture, glade
Νέον τεῖχος	τεῖχος	wall
Νέον τεῖχος	νέος	young, youthful
Νέον τεῖχος	νέω	swim
Νέον τεῖχος	νέω1	swim
Νέον τεῖχος	νέω2	spin
Νέον τεῖχος	νέω3	heap, pile up
Νέων	νέος	young, youthful
Νέων	νέω	swim
Νέων	νέω1	swim
Νέων	νέω2	spin
Νέων	νέω3	heap, pile up
Νέων	νεάω	plough up
Νήριτον	Νήριτος	countless, immense
Νήριτον	νήριτος	countless, immense
Νήσαιον πεδίον	πεδίον	plain
Νήσαιον πεδίον	πεδάω	bind with fetters
Νήϊον	νηιος	of or for a ship
Νήϊον	νηέω	heap, pile up
Νήϊσται πύλαι	πύλη	one wing of a pair of double gates
Νίκαια	νικαῖος	of or belonging to victory
Νίκων	νικάω	conquer, prevail
Ναυσιμάχη	ναυμαχέω	fight by sea
Ναϊακός	Ναιακός	of the Naiads
Νειλωΐς	Νειλωίς	situated on the Nile
Νεμείη	Νεμέα	wooded district
Νεμεῖς	νέμω	deal out, dispense
Νεστόρεος	Νέστωρ	Nestor
Νευροί	νευρόω	strain the sinews, nerve
Νεών	ναός	temple
Νεών	ναῦς	ship
Νηΐς	Ναιάς	Naiad, river-nymph, spring-nymph
Νηλήϊος	Νηλεύς	Neleus
Νηλείδης	Νηλεύς	Neleus
Νηπήϊον πεδίον	πεδίον	plain
Νηπήϊον πεδίον	πεδάω	bind with fetters
Νηρεΐς	Νηρηίς	daughter of Nereus, sea-nymph
Νηρηΐς	Νηρηίς	daughter of Nereus, sea-nymph
Νησαία	Νησαῖος	insular
Νησαία	νησαῖος	insular
Νηϊάς	Ναιάς	Naiad, river-nymph, spring-nymph
Νικίων	νικάω	conquer, prevail
Νομίων	νόμιος	of shepherds
Νομαία	νόμαιος	customary
Νομαία	νομαῖος	shepherd's
Νομᾶς	νομεύς	herdsman
Νομᾶς	νομή	pasturage
Νομᾶς	νομάζω	graze
Νυμφιδία	νυμφίδιος	bridal
Νυσήϊος	Νῦσα	Nysa
Νόης	νοέω	Excerpta e libris Herodiani
Νόθων	νόθος	bastard, baseborn
Νόθων	νοθόω	counterfeit
Νότιον	νότιος	moist, damp, rainy
Νότιον	νοτέω	to be wet or damp, drip
Νύσιος	Νῦσα	Nysa
Ξάνθης	ξάνθη	a pale-coloured stone
Ξάνθης	ξαίνω	scratch, comb
Ξάνθιον πεδίον	ξάνθιον	Xanthium Strumarium, broad-leaved burweed
Ξάνθιον πεδίον	πεδίον	plain
Ξάνθιον πεδίον	πεδάω	bind with fetters
Ξένων	ξένος1	guest-friend
Ξένων	ξένος2	guest-friend
Ξένων	ξενόω	make one's friend and guest, entertain
Ξανθώ	ξανθός	yellow
Ξενίας	ξενία	hospitality shown to a guest, entertainment
Ξενίας	ξένιος	belonging to friendship and hospitality, hospitable
Ξυνιὰς λίμνη	λίμνη	pool of standing water
Οἰδίποδες	Οἰδίπους	Oedipus
Οἰδίπος	Οἰδίπους	Oedipus
Οἰνοίη	οἰνόω	intoxicate
Οἰνοῦς	οἰνόω	intoxicate
Οἰνόφυτα	οἰνόφυτος	planted or grown with vines
Οἰνώνη	οἰνώνης	wine-merchant
Οἰᾶτις νομός	οἰάτης	in the Attic deme
Οἰᾶτις νομός	νομός	place of pasturage
Οὐΐκας πότας ἱερόν	πότης	drinker, tippler, toper
Οὐΐκας πότας ἱερόν	ἱερόν	holy place
Οὐΐκας πότας ἱερόν	ἱερός	filled with or manifesting divine power, supernatural
Οὐλίας	οὔλιος	baleful, deadly
Οὐράνιον ὄρος	Οὐράνιος	heavenly, dwelling in heaven
Οὐράνιον ὄρος	ὄρος	mountain, hill
Οὐράνιον ὄρος	οὐράνιος	heavenly, dwelling in heaven
Οὔλυμπος	Ὄλυμπος	sky
Οὖροι	οὖρος1	fair wind
Οὖροι	οὖρος2	watcher, guardian
Οὖροι	οὖρος3	fair wind
Οὖρσον ἄλσος	ἄλσος	grove
Πάγασος	Πήγασος	Pro Quinct.
Πάνθεια	πάνθειος	of or common to all gods
Πάνθειον	Πάνθειος	of or common to all gods
Πάνθειον	πάνθειος	of or common to all gods
Πάριον	Πάρος	Paros
Πάριος	πῆρος	loss of strength, dotage
Πάριος	Πάρος	Paros
Πάρων	Πάρος	Paros
Πάσσας	πατέομαι	eat
Πάτραι	φράτρα	brotherhood
Πάτραι	πάτρα	fatherland, native land
Πέλειαι	πέλεια	dove or pigeon
Πέλλας	Πέλλα	wooden bowl, milk-pail
Πέλλας	πέλλα	wooden bowl, milk-pail
Πέλλης	Πέλλα	wooden bowl, milk-pail
Πέλλης	πέλλα	wooden bowl, milk-pail
Πέλται	πέλτη	small light shield
Πέλται	πέλτης	the Nile-fish
Πέργαμα	Πέργαμον	citadel, acropolis
Πέρσεια	περισείομαι	to be shaken all round
Πέτρων	Πέτρος	stone
Πέτρων	πέτρος	stone
Πέτρων	πετρόω	turn into stone, petrify
Πήληκες	πήληξ	helmet
Πίσα	πῖσος	meadows
Πίστιος Ζεύς	Πίστιος	Juppiter Fidius
Πίστιος Ζεύς	πίστις	trust
Πίστιος Ζεύς	Ζεύς	Zeus
Πίσων	Πίσος	pease, Pisum sativum
Πίσων	πίσος	pease, Pisum sativum
Πίσων	πιπίσκω	give to drink
Παιήων	Παιάν	physician, healer
Παιονίς	Παίονες	their land
Παιώνια	Παιώνιος1	belonging to Paeon or medicine, healing
Παιώνια	παιώνιος	belonging to Paeon or medicine, healing
Πακτοί	πηκτός	stuck in, fixed
Πακτοί	πακτόω	fasten, close
Παλεῖς	πάλλω	poise, sway
Παλεῖς	παλέω	to be disabled
Παλλάδας	Παλλάς	coin bearing the head of Pallas
Παλλάντιος λόφος	λόφος	back of the neck
Παλλατίδες πέτραι	πέτρα	rock
Παμμώνια ὄρη	ὄρος	mountain, hill
Πανία	πηνίον	to/
Παναθηναϊκός	Παναθηναικός	of, for
Πανδίων	Πάνδια	a festival of Zeus
Πανδίων	πανδῖος	all-divine
Παννυχία	παννύχιος	all night long
Πανουργιππαρχίδας	πανουργιππαρχίδης	knave-Hipparchides
Παπρημίτης νομός	νομός	place of pasturage
Παράλιοι	Παράλιος	by the sea
Παράλιοι	παράλιος	by the sea
Παράλιον	Παράλιος	by the sea
Παράλιον	παράλιος	by the sea
Παρθενία	παρθενίας	son of a concubine
Παρθενία	παρθένιος	of a maiden, maidenly
Παρμένων	παραμένω	stay beside or near, stand by
Παρμενίων	παραμένω	stay beside or near, stand by
Παρνησόνδε	Παρνασός	lon
Παρνησός	Παρνασός	lon
Πασάμην	πάσσω	sprinkle
Πασάμην	πατέομαι	eat
Πασίων	πᾶσις	acquisition, possession
Παφλαγονικός	Παφλαγών	the country
Παύσων	παύω	make to end
Παῖον	παίω1	strike, smite
Παῖον	παίω2	strike, smite
Πειραεύς	Πειραιεύς	from P.
Πελάγων	Πέλαγος	the sea
Πελάγων	πελαγόω	turn into sea, flood
Πελαργοί	πελαργός	stork, Ciconia alba
Πελασγίς	Πελασγιῶται	inhabitants of Pelasgiotis
Πελιάς	πελιός	discoloured by extravasated blood
Πελλῆς	πελλός	dark-coloured, dusky
Πενίη	πενία	poverty, need
Πεντάπυλα	πεντάπυλος	with five gates
Περίαλλα	περίαλλος	before all others
Περίκλεια	Περίκλειος	of Pericles
Περγασῇσι	Περγασή	from P.
Περικλῆς	περικλάω	twist round, bend
Περικλῆς	περικλάζω	make a noise round
Περσείδης	Περσεύς	a fish
Περσεῖος	Περσεύς	a fish
Περσηΐς	Περσηίς	sprung from Perseus
Περσηϊάδης	Περσεύς	a fish
Περσικῶς	Περσικός	slippers
Περσᾶν	Πέρσης	a Persian; Perses (pr.n.)
Πετηλία	πετηλίας	crab
Πετραία	πετραῖος	of a rock
Πηγαί	πηγή	running water
Πηγαί	πηγός	well put together, solid, strong
Πηλεΐδης	Πηλεύς	son of Peleus
Πηλείων	Πηλεύς	son of Peleus
Πηρώ	πηρός	disabled in a limb, maimed
Πισαῖον ὄρος	ὄρος	mountain, hill
Πιτυόεσσα	πιτυόεις	abounding in pine-trees
Πλάτεα	πλάτος	breadth, width
Πλάτης	πλάτη	flat or broad object
Πλακία	πλακίον	small slab
Πλινθίνη	πλίνθινος	made or built of brick
Πλινθινήτης κόλπος	κόλπος	bosom, lap
Πλυντήρια	πλυντήριος	of or for washing
Ποίας	πόα	grass
Ποίας	ποῖος	of what kind?
