<ανά>γνωστος	hard to read
@σχοινίς	rope, cord
@σχοινίς1	rope, cord
@σύναυλος	in concert with the flute
@σύναυλος1	in concert with the flute
@σύναυλος2	dwelling with, living in the folds with
@σύνειμι	sum
@σύνειμι1	sum
@σύνειμι2	ibo) go or come together, assemble
@σύννομος	feeding in herds or together
@σύννομος1	feeding in herds or together
@σύννομος2	lawful, regular
@σύνοδος2	assembly, meeting
@σύρος	broom, brushwood
@σῶς	safe and sound, alive and well
@σῶς1	safe and sound, alive and well
@τ	to be in motion together with
@τάριχος	dead body preserved by embalming, mummy
@τάριχος1	dead body preserved by embalming, mummy
@τάφος	funeral-rites
@τάφος1	funeral-rites
@τάφος2	astonishment, amazement
@τέμνω	cut
@τέμνω1	cut
@τέμνω2	Ä-cÄmati
@τέραμνον	chamber, house
@τέραμνον1	chamber, house
@τίω	to pay honour to
@τίω1	to pay honour to
@ταμία	housekeeper, housewife
@ταμία1	housekeeper, housewife
@τεράμων	becoming soft by boiling
@τεράμων1	becoming soft by boiling
@τεράμων2	Excerpta ex libris Herodiani
@τοι	let me tell you, mark you, look you
@τοι1	let me tell you, mark you, look you
@τρίβων	worn garment, threadbare cloak
@τρίβων1	worn garment, threadbare cloak
@τρίβων2	practised or skilled in
@τραγανός2	eatable
@τριχοτομέω	cut the hair
@τριχοτομέω1	cut the hair
@τριχοτομέω2	trisect
@τροπόω	make to turn, put to flight
@τροπόω1	make to turn, put to flight
@τροπόω2	furnish the oar with its thong
@τροχειλέα2	ease or glibness
@τροχός	wheel
@τροχός1	wheel
@τροχός2	running, tripping
@τῆδε	here
@τῆδε1	here
@τῆλις	fenugreek, Trigonella Foenum-graecum
@τῆλις1	fenugreek, Trigonella Foenum-graecum
@φάβα	faba) beans
@φάβα1	faba) beans
@φάρος2	plough
@φάσις	denunciation, information laid
@φάσις1	denunciation, information laid
@φάσις2	utterance, expression
@φή2	as, like as
@φανός	light, bright
@φανός1	light, bright
@φανός2	torch
@φατός	spoken or that may be spoken
@φατός1	spoken or that may be spoken
@φατός2	slain, dead
@φιλεταίρειος	of Philetaerus.
@φιλεταίρειος1	of Philetaerus.
@φιλεταίρειος2	Yale Classical Studies
@φιλόκνισος	fond of pinching, prurient
@φιλόκνισος1	fond of pinching, prurient
@φιλόκνισος2	delighting in the savour of banquets
@φλέξις2	ardor, flammatus
@φρύγιος	dry
@φρύγιος1	dry
@φρύγιος2	Phrygian
@φρύξ	a Phrygian
@φρύξ1	a Phrygian
@φυσίωσις	natural tendency, character
@φυσίωσις1	natural tendency, character
@φυσίωσις2	inflation
@φυσιόω	dispose one naturally
@φυσιόω1	dispose one naturally
@φυσιόω2	puff up
@φόρκυς2	Phorcys
@χάρμη	joy of battle, lust of battle
@χάρμη1	joy of battle, lust of battle
@χάρμη2	grot
@χέω	pour
@χείρων	meaner, inferior
@χειμάζω	expose to the winter cold
@χειρόω2	worst, master, subdue
@χοῦς	the Pitcher-feast
@χοῦς1	the Pitcher-feast
@χοῦς2	soil excavated or heaped up
@χράομαι	desire, yearn after
@χράω	fall upon, attack, assail
@χράω1	fall upon, attack, assail
@χράω2	proclaim
@χρεῖος2	needing, in want of
@χρῄζω	want, lack, have need of
@χρῄζω1	want, lack, have need of
@χρῄζω2	deliver an oracle, foretell
@χωρέω	make room for another, give way, withdraw
@χωρισμός	separation
@χῶρος	a definite space, piece of ground, place
@χῶρος1	a definite space, piece of ground, place
@χῶρος2	north-west wind
@ψέγω	blame, censure
@ψέγω1	blame, censure
@ψίλαξ2	winged
@ψαρός	like a starling
@ψαρός1	like a starling
@ψευδόχρυσος	a false chrysolite
@ψευδόχρυσος1	a false chrysolite
@ψευδόχρυσος2	of mock gold
@ϊος2	of or belonging to a maiden
@ἀ	want or absence
@ἀ1	want or absence
@ἀΐω	perceive
@ἀΐω1	perceive
@ἀΐω2	breathe
@ἀγή	breakage:
@ἀγή1	breakage:
@ἀγήρατος	ageless
@ἀγήρατος1	ageless
@ἀγήρατος2	stone
@ἀγαῖος	enviable
@ἀγαῖος1	enviable
@ἀγαῖος2	leading the procession
@ἀγώνιος	of or belonging to the contest
@ἀγώνιος1	of or belonging to the contest
@ἀγώνιος2	without angle
@ἀδεής	fearless
@ἀδεής1	fearless
@ἀδεής2	not in want
@ἀκέω2	to be silent
@ἀκή	point
@ἀκή1	point
@ἀκή2	silence
@ἀκή3	healing
@ἀκήριος	unharmed by the
@ἀκήριος1	unharmed by the
@ἀκήριος2	without heart
@ἀκακία	shittah tree, Acacia arabica
@ἀκακία1	shittah tree, Acacia arabica
@ἀκακία2	guilelessness
@ἀκρασία	bad mixture, ill temperature
@ἀκρασία1	bad mixture, ill temperature
@ἀκρόνυχος	at nightfall
@ἀκρόνυχος1	at nightfall
@ἀκτή	headland, foreland, promontory
@ἀκτή1	headland, foreland, promontory
@ἀκτή2	corn
@ἀκύμων2	without fruit, barren
@ἀλέκτωρ	cock
@ἀλέκτωρ1	cock
@ἀλέω	grind, bruise
@ἀλέω1	grind, bruise
@ἀλεάζω	to be warm
@ἀλεάζω1	to be warm
@ἀλητός	to grind
@ἀλητός1	to grind
@ἀλητός2	ground
@ἀλλ᾽	except, but
@ἀλλ᾽1	except, but
@ἀμάω	reap corn
@ἀμάω1	reap corn
@ἀμάω2	draw, gather
@ἀμία	tunny
@ἀμία1	tunny
@ἀμελής	careless, negligent
@ἀμελής1	careless, negligent
@ἀμελής2	unmelodious
@ἀμμορία	what is not
@ἀμμορία1	what is not
@ἀμοργός1	one who squeezes or drains
@ἀνάξιος	unworthy, not deemed or held worthy
@ἀνάξιος1	unworthy, not deemed or held worthy
@ἀνάξιος2	kingly, royal
@ἀνήνιος	unbridled
@ἀνήνιος1	unbridled
@ἀνήνιος2	without pain
@ἀναθύω	dart up, burst forth
@ἀναθύω1	dart up, burst forth
@ἀναθύω2	sacrifice again
@ἀναλύω	cause to wander, unsettle
@ἀναλύω1	cause to wander, unsettle
@ἀναλύω2	unloose, undo
@ἀναξία	command, behest
@ἀναξία1	command, behest
@ἀναξία2	lack of value: inferiority
@ἀνδρακάς	man by man
@ἀνδρακάς1	man by man
@ἀνδρακάς2	a man's portion
@ἀνεκκλησίαστος	not used for assemblies of the people
@ἀνεκκλησίαστος1	not used for assemblies of the people
@ἀνεκκλησίαστος2	unchallenged
@ἀντίον2	loom
@ἀνώϊστος	unlooked for, unexpected
@ἀνώϊστος1	unlooked for, unexpected
@ἀνώϊστος2	referred
@ἀξιόθεος	worthy of God
@ἀξιόθεος1	worthy of God
@ἀξιόθεος2	worth seeing
@ἀπέρατος	not to be crossed or passed
@ἀπέρατος1	not to be crossed or passed
@ἀπέρατος2	boundless
@ἀπαμάω	cut off
@ἀπαμάω1	cut off
@ἀπαμάω2	sweep away
@ἀπείρατος2	impenetrable
@ἀπείρων	without experience, ignorant
@ἀπείρων1	without experience, ignorant
@ἀπείρων2	boundless, endless
@ἀπειλέω	keep away
@ἀπειλέω1	keep away
@ἀπειλέω2	hold out
@ἀπειρία	want of skill, inexperience, ignorance
@ἀπειρία1	want of skill, inexperience, ignorance
@ἀπειρία2	infinity, infinitude
@ἀπλυσία	filthiness, filth
@ἀπλυσία1	filthiness, filth
@ἀπλυσία2	sponge
@ἀποδέω	bind fast, tie up
@ἀποδέω1	bind fast, tie up
@ἀποδέω2	to be in want of, lack
@ἀποκλάζω	ring or shout forth
@ἀποκλάζω1	ring or shout forth
@ἀποκλάζω2	bend one's knees
@ἀποκλάω	break off
@ἀποκλάω1	break off
@ἀπονέω	unload
@ἀπονέω1	unload
@ἀπονέω2	to be without pain
@ἀπορέω2	to be
@ἀπρόσκοπος	not stumbling, void of offence
@ἀπρόσκοπος1	not stumbling, void of offence
@ἀπρόσκοπος2	unseeing
@ἀπόπλοος	sailing away
@ἀπόπλοος1	sailing away
@ἀπόπλοος2	starting on a voyage
@ἀπότοκος	propagation
@ἀπότοκος1	propagation
@ἀπότοκος2	resulting from
@ἀπόφασις	denial, negation
@ἀπόφασις1	denial, negation
@ἀπόφασις2	sentence, decision
@ἀργός	shining, glistening
@ἀργός1	shining, glistening
@ἀργός2	not working the ground
@ἀρκτικός	near the Bear, arctic, northern
@ἀρκτικός1	near the Bear, arctic, northern
@ἀρκτικός2	initial, placed at the beginning
@ἀρκτικός3	imperious
@ἀρύω	draw
@ἀρύω1	draw
@ἀσφάραγος	throat, gullet
@ἀσφάραγος1	throat, gullet
@ἀσφάραγος2	stone sperage, Asparagus acutifolius
@ἀφυλακτέω	bark out
@ἀφυλακτέω1	bark out
@ἀφυλακτέω2	to be off one's guard
@ἀχέω	utter
@ἀχέω1	utter
@ἁλία	assembly of people
@ἁλία1	assembly of people
@ἁλία2	salt-cellar
@ἁλίζω	gather together, assemble
@ἁλίζω1	gather together, assemble
@ἁλίζω2	salt
@ἁμός2	as, when
@ἄατος	insatiate
@ἄατος1	insatiate
@ἄβιος	not to be survived
@ἄβιος1	not to be survived
@ἄβιος2	wealthy
@ἄγη	envy, malice
@ἄγη1	envy, malice
@ἄγος	any matter of religious awe
@ἄγος1	any matter of religious awe
@ἄγος2	fragment
@ἄγχουρος	neighbouring
@ἄγχουρος1	neighbouring
@ἄγχουρος2	gold
@ἄγωνος	without angle
@ἄγωνος1	without angle
@ἄδεια	freedom from fear
@ἄδεια1	freedom from fear
@ἄδεια2	abundance, plenty
@ἄζω	dry up, parch
@ἄζω1	dry up, parch
@ἄζω2	cry
@ἄητος2	insatiate
@ἄθεος	without God, denying the gods
@ἄθεος1	without God, denying the gods
@ἄθεος2	without vision
@ἄκων	javelin, dart
@ἄκων1	javelin, dart
@ἄλευρον	wheat-meal
@ἄλευρον1	wheat-meal
@ἄληκτος	unceasing
@ἄληκτος1	unceasing
@ἄληκτος2	fine meal
@ἄλληκτος	unceasing, ceaseless
@ἄλληκτος1	unceasing, ceaseless
@ἄλλην	elsewhither
@ἄλλην1	elsewhither
@ἄλογχος	without lances or weapons
@ἄλογχος1	without lances or weapons
@ἄλογχος2	unlucky
@ἄμαλλος	without fleece or nap
@ἄμαλλος1	without fleece or nap
@ἄμμος	sand
@ἄμμος1	sand
@ἄν	modal particle; implies condition
@ἄν1	modal particle; implies condition
@ἄνα	king
@ἄνα1	king
@ἄναλτος	not to be filled, insatiate
@ἄναλτος1	not to be filled, insatiate
@ἄναλτος2	not salted
@ἄναυλος	without the flute
@ἄναυλος1	without the flute
@ἄναυλος2	weary of its stall
@ἄναυρος	without air, windless, still
@ἄνθημα2	offering
@ἄνθος	blossom, flower
@ἄνθος1	blossom, flower
@ἄνθος2	bird
@ἄνοδος	having no way or road, impassable
@ἄνοδος1	having no way or road, impassable
@ἄνοδος2	way up
@ἄνω	accomplish, finish
@ἄνω1	accomplish, finish
@ἄνω2	upwards
@ἄοζος	servant, attendant
@ἄοζος1	servant, attendant
@ἄπειμι	sum
@ἄπειμι1	sum
@ἄπειμι2	go away, depart
@ἄπειρος	without trial or experience of
@ἄπειρος1	without trial or experience of
@ἄπειρος2	boundless, infinite
@ἄπιος	pear-tree, Pyrus communis
@ἄπιος1	pear-tree, Pyrus communis
@ἄπιος2	far away, far off, distant
@ἄρκιος	to be relied on, sure, certain
@ἄρκιος1	to be relied on, sure, certain
@ἄρκος	bear
@ἄρκος1	bear
@ἄρκος2	defence
@ἄρμα	that which one takes: food
@ἄρμα1	that which one takes: food
@ἄρμα2	union, love
@ἄρωμα	aromatic herb or spice
@ἄρωμα1	aromatic herb or spice
@ἄρωμα2	arable land, corn-land
@ἄσκοπος	inconsiderate, heedless
@ἄσκοπος1	inconsiderate, heedless
@ἄσκοπος2	aimless
@ἄτλας	not enduring or daring
@ἄττα2	father
@ἄφθα	an infantile disease, thrush
@ἄφθα1	an infantile disease, thrush
@ἄω	blow
@ἄω1	blow
@ἄω2	hurt
@ἄω3	satiate
@ἄωρος	untimely, unseasonable
@ἄωρος1	untimely, unseasonable
@ἄωρος2	fore
@ἄωρος3	sleep
@ἅδος	satiety, loathing
@ἅδος1	satiety, loathing
@ἅδος2	decree
@ἅλιος	of the sea
@ἅλιος1	of the sea
@ἅλιος2	fruitless, idle
@ἅλιος3	nine
@ἅλς	salt
@ἅλς1	salt
@ἅλς2	sea
@Ἀμοργός	the island of Amorgos
@Ἄναυρος	mountain-torrent
@Ἄρειος2	the hill of Ares
@Ἄτλας	Atlas
@ἐγχείη	spear, lance
@ἐγχείη1	spear, lance
@ἐκθειόω	make a god of, worship as such
@ἐκθειόω1	make a god of, worship as such
@ἐκθειόω2	desulphurate
@ἐλελίζω	whirl round
@ἐλελίζω1	whirl round
@ἐλελίζω2	cry
@ἐμβαδόν	by land
@ἐμβαδόν1	by land
@ἐμβαδόν2	a surface, area
@ἐμπλάζω	drive about in
@ἐμπλάζω1	drive about in
@ἐναύω	kindle
@ἐναύω1	kindle
@ἐναύω2	cry aloud in
@ἐνδέω	bind in, on or to
@ἐνδέω1	bind in, on or to
@ἐνδέω2	fall short
@ἐνδαίω	light or kindle in
@ἐνδαίω1	light or kindle in
@ἐνδαίω2	distribute
@ἐνδεύω	to be wanting
@ἐνδεύω1	to be wanting
@ἐνδεύω2	soak or dye in
@ἐνναέτης	nine years old
@ἐνναέτης1	nine years old
@ἐννεάχειλος	with nine lips
@ἐννεάχειλος1	with nine lips
@ἐξαμάω	mow or reap out, finish mowing or reaping
@ἐξαμάω1	mow or reap out, finish mowing or reaping
@ἐξαύω	take out
@ἐξαύω1	take out
@ἐξαύω2	heat
@ἐξαύω3	cry out
@ἐξερέω	will speak
@ἐξερέω1	will speak
@ἐξερέω2	inquire into
@ἐξορίζω	send beyond the frontier, banish
@ἐξορίζω1	send beyond the frontier, banish
@ἐξορίζω2	press out the whey from cheese
@ἐπίλογχος	barbed
@ἐπίλογχος1	barbed
@ἐπίλογχος2	reserve candidate
@ἐπίπλοος	sailing against
@ἐπίπλοος1	sailing against
@ἐπίπλοος2	sailing against, bearing down
@ἐπίσκοπος	one who watches over, overseer, guardian
@ἐπίσκοπος1	one who watches over, overseer, guardian
@ἐπίσκοπος2	hitting the mark, successful
@ἐπιδέω	bind, fasten on
@ἐπιδέω1	bind, fasten on
@ἐπιδέω2	want or lack of
@ἐπιδαίομαι	to be kindled at
@ἐπιδαίομαι1	to be kindled at
@ἐπιδαίομαι2	distribute
@ἐπιθύω	sacrifice upon
@ἐπιθύω1	sacrifice upon
@ἐπιθύω2	rush eagerly at
@ἐπικλείω	shut to, close
@ἐπικλείω1	shut to, close
@ἐπικλείω2	extol or praise the more
@ἐπιλιπής	defective, wanting
@ἐπιλιπής1	defective, wanting
@ἐπιλιπής2	fatty
@ἐπινέω	spin to
@ἐπινέω1	spin to
@ἐπινέω2	heap upon
@ἐπινέω3	float on the top
@ἐπιπάρειμι	sum
@ἐπιπάρειμι1	sum
@ἐπιπάρειμι2	march on high ground parallel with
@ἐπιστροφίς	dislocation
