TargetWord	Language	LexClient	LemmaWord	lsj (Liddell, Scott, Jones)
Γρηγόριος	greek	no	Γρηγόριος	no
Γρυνεύς	greek	no	Γρυνεύς	no
Γρύνεια	greek	no	Γρύνεια	no
Γρύνειον	greek	no	Γρύνειος	no
Γρύνειος	greek	no	Γρύνειος	no
Γρύττος	greek	no	Γρύττος	no
Γρῖνος	greek	no	γρῖνος	no
Γυμνήσιαι νῆσοι	greek	yes	νῆσος	island
Γυμνίας	greek	no	Γυμνίας	no
Γυραί	greek	no	Γυραί	no
Γυραί	greek	yes	γυρός	rounded, curved, crooked
Γυραίη πέτρη	greek	yes	πέτρα	rock
Γυραίη πέτρη	greek	no	Γυραί	no
Γυρτιάδης	greek	no	Γυρτιάδης	no
Γυρτώνη	greek	no	Γυρτώνη	no
Γυρτώνιος	greek	no	Γυρτώνιος	no
Γόαξις	greek	no	γοαχις	no
Γόμφοι	greek	no	Γόμφοι	no
Γόμφοι	greek	yes	γόμφος	bolt
Γόννοι	greek	no	Γόννος	no
Γόννος	greek	no	Γόννος	no
Γόργασος	greek	no	Γόργασος	no
Γόργη	greek	no	Γόργη	no
Γόργος	greek	no	Γόργος	no
Γόργων	greek	no	Γόργος	no
Γόρδιον	greek	no	Γόρδιος	no
Γόρδιος	greek	no	Γόρδιος	no
Γόρτυνα	greek	no	Γόρτυνα	no
Γόρτυνα	greek	no	Γόρτυς	no
Γύαρος	greek	no	Γύαρος	no
Γύζαντες	greek	no	Γυζάντης	no
Γύθειον	greek	no	Γυθεῖον	no
Γύθιον	greek	no	Γύθιον	no
Γύλιππος	greek	no	Γύλιππος	no
Γύνδης	greek	no	Γύνδης	no
Δάλιος	greek	yes	Δήλιος	Delian
Δάμαρχος	greek	no	Δάμαρχος	no
Δάμας	greek	no	δαμάω	no
Δάμασος	greek	no	Δάμασος	no
Δάμιππος	greek	no	Δάμιππος	no
Δάμων	greek	no	Δάμων	no
Δάμων	greek	yes	δῆμος	district, country, land
Δάμων	greek	no	δαμάω	no
Δάνα	greek	no	Δάνα	no
Δάνα	greek	yes	δάνος	gift, present
Δάνδης	greek	no	Δάνδης	no
Δάοι	greek	no	Δάοι	no
Δάοι	greek	yes	δάω	learn
Δάρδανος2	greek	yes	Δάρδανος	Dardanus
Δάρδανος3	greek	yes	Δάρδανος	Dardanus
Δάρης	greek	no	Δάρα	no
Δάρης	greek	no	Δάρας	no
Δάρης	greek	no	Δάρης	no
Δάρης	greek	yes	δέρω	skin, flay
Δάσκυλος	greek	no	Δάσκυλος	no
Δάσκων	greek	no	Δάσκων	no
Δάτον	greek	no	Δάτον	no
Δάφνις	greek	no	Δάφνις	no
Δάφνος	greek	no	Δάφνος	no
Δέκελος	greek	no	Δέκελος	no
Δέκιος	greek	no	Δέκιος	no
Δέξιππος	greek	no	Δέξιππος	no
Δέρας	greek	no	Δέραι	no
Δέρας	greek	no	δέρος	no
Δέρας	greek	yes	δειρή	neck, throat
Δέρδας	greek	no	Δέρδης	no
Δήλια	greek	yes	Δήλιος	Delian
Δήλιον	greek	yes	Δήλιος	Delian
Δήλιος1	greek	yes	Δήλιος	Delian
Δήλιος2	greek	yes	Δήλιος	Delian
Δήμητρα	greek	yes	Δημήτηρ	Aus Lydien
Δήμων	greek	yes	Δῆμος	district, country, land
Δήμων	greek	yes	δῆμος	district, country, land
Δήν	greek	no	δήν	no
Δί	greek	yes	Ζεύς	Zeus
Δία2	greek	no	Δίη	no
Δία2	greek	no	Δίον	no
Δία2	greek	yes	Ζεύς	Zeus
Δία2	greek	yes	δῖος	heavenly
Δίαιος	greek	no	Δίαιος	no
Δίδυμα	greek	no	Δίδυμα	no
Δίδυμα	greek	yes	δίδυμος	double, twofold
Δίκαια	greek	no	Δικαία	no
Δίκαια	greek	yes	δίκαιος	observant of custom or rule; meet and right, fitting
Δίκτη	greek	no	Δίκτη	no
Δίκτυς	greek	no	Δίκτυς	no
Δίκτυς	greek	no	δίκτυς	no
Δίκων	greek	no	Δίκων	no
Δίμνος	greek	no	Δίμνος	no
Δίνδυμα	greek	no	Δίνδυμον	no
Δίνδυμον	greek	no	Δίνδυμον	no
Δίνων	greek	yes	δῖνος	whirling, rotation
Δίνων	greek	yes	δίνω	thresh out on the
Δίνων	greek	yes	δινόω	turn with a lathe
Δίομος	greek	no	Δίομος	no
Δίομος	greek	no	Διόμος	no
Δίπαια	greek	no	Διπαία	no
Δίρκη	greek	no	Δίρκη	no
Δίυλλος	greek	no	Δίυλλος	no
Δίφιλος	greek	no	Δίφιλος	no
Δίων	greek	no	Δίον	no
Δίων	greek	no	Δίος	no
Δίων	greek	no	Δίων	no
Δίων	greek	no	Δῖα	no
Δίων	greek	no	Δῖον	no
Δίων	greek	yes	δῖος	heavenly
Δίων	greek	yes	δέω1	bind, tie, fetter
Δίων	greek	yes	δίω	put to flight
Δίϊος	greek	yes	Δίιος	of Zeus
Δαΐμαχος	greek	no	Δαΐμαχος	no
Δαΐφαντος	greek	no	Δαΐφαντος	no
Δαίδαλα	greek	yes	Δαίδαλος	cunningly or curiously wrought
Δαίδαλα	greek	yes	δαίδαλος	cunningly or curiously wrought
Δαίδαλα	greek	yes	δαιδάλλω	work cunningly, embellish
Δαίσιος	greek	no	Δαίσιος	no
Δαίσιος	greek	yes	δαῖσις	division of property
Δαδίκαι	greek	no	Δαδίκαι	no
Δαλματία	greek	no	Δαλματία	no
Δαμάγητος	greek	no	Δαμάγητος	no
Δαμάγων	greek	no	Δαμάγων	no
Δαμάρετος	greek	no	Δαμάρετος	no
Δαμάστης	greek	no	Δαμάστης	no
Δαμάτριος	greek	no	Δαμάτριος	no
Δαμία	greek	no	Δαμία	no
Δαμία	greek	no	Δαμίη	no
Δαμία	greek	yes	δήμιος	belonging to the people
Δαμαγόρας	greek	no	Δαμαγόρας	no
Δαμασίας	greek	no	Δαμασίης	no
Δαμασίθυμος	greek	no	Δαμασίθυμος	no
Δαμασκηνός	greek	no	Δαμασκηνός	no
Δαμασκός	greek	no	Δαμασκός	no
Δαμαστορίδης	greek	no	Δαμαστορίδης	no
Δαμογέρων	greek	no	Δαμογέρων	no
Δαμοκλείδας	greek	no	Δαμοκλείδης	no
Δαμοκλῆς	greek	no	Δαμοκλῆς	no
Δαμοτέλης	greek	no	Δαμοτέλης	no
Δαμοφῶν	greek	no	Δαμοφῶν	no
Δαμόκριτος	greek	no	Δαμόκριτος	no
Δαμόξενος	greek	no	Δαμόξενος	no
Δαμόστρατος	greek	no	Δαμόστρατος	no
Δαμότιμος	greek	no	Δαμότιμος	no
Δαμόφιλος	greek	no	Δαμόφιλος	no
Δανάα	greek	no	Δανάη	no
Δανάη	greek	no	Δανάη	no
Δαναός	greek	no	Δαναός	no
Δαράδαξ	greek	no	Δαραδαξ	no
Δαρδάνειος	greek	no	Δαρδάνειος	no
Δαρδανίωνες	greek	no	Δαρδανίων	no
Δαρεῖος1	greek	yes	Δαρεῖος	Dārayavauš 'upholder of the Good'
Δαρεῖος2	greek	yes	Δαρεῖος	Dārayavauš 'upholder of the Good'
Δαρεῖται	greek	no	Δαρεῖται	no
Δασκυλῖτις	greek	no	Δασκυλῖτις	no
Δασκύλειον	greek	no	Δασκυλεῖον	no
Δασκύλιον	greek	no	Δασκύλιον	no
Δατάμας	greek	no	Δατάμης	no
Δαυλάντιον ἔθνος	greek	yes	ἔθνος	number of people living together, company, body of men
Δαυλία	greek	no	Δαυλία	no
Δαυλιεύς	greek	no	Δαύλιος	no
Δαυλιεύς	greek	no	Δαυλιεύς	no
Δαυρίσης	greek	no	Δαυρίσης	no
Δαφνοῦς	greek	no	Δαφνοῦς	no
Δαύλιος	greek	no	Δαύλιος	no
Δείναρχος	greek	no	Δείναρχος	no
Δείνων	greek	yes	δεῖνα	such an one, so-and-so
Δείνων	greek	no	Δείνων	no
Δείνων	greek	no	δεῖνος	no
Δείνων	greek	yes	δεινόω	make terrible: exaggerate
Δεινίας	greek	no	Δεινίας	no
Δεινιάδας	greek	no	Δεινιάδας	no
Δεινιάδας	greek	yes	δεινιάς	shoe called after Dinias
Δεινοκράτης	greek	no	Δεινοκράτης	no
Δεινομάχη	greek	no	Δεινομάχη	no
Δεινομένης	greek	no	Δεινομένης	no
Δεινόλοχος	greek	no	Δεινόλοχος	no
Δεινόμαχος	greek	no	Δεινόμαχος	no
Δεκελέη	greek	yes	Δεκέλεια	a Decelean
Δεκελεικός	greek	no	Δεκελεικός	no
Δεκελειόθεν	greek	no	Δεκελειόθεν	no
Δεκελεύς	greek	no	Δεκελεύς	no
Δεκελεῆθεν	greek	no	Δεκελεῆθεν	no
Δελφικός	greek	no	Δελφικός	no
Δελφύνη	greek	no	Δελφύνη	no
Δεξίθεος	greek	no	Δεξίθεος	no
Δεξίνικος	greek	no	Δεξίνικος	no
Δεξαμενός	greek	no	Δεξαμενός	no
Δεξιάδης	greek	no	Δεξιάδη	no
Δεξιθέα	greek	no	Δεξιθέη	no
Δεξικράτης	greek	no	Δεξικράτης	no
Δερκέτης	greek	no	Δερκέτης	no
Δερκυλίδας	greek	no	Δερκυλίδας	no
Δερκυλλίδας	greek	no	Δερκυλλίδας	no
Δερκύλος	greek	no	Δερκύλος	no
Δερσαῖοι	greek	no	Δερσαῖος	no
Δευκαλίων	greek	no	Δευκαλίων	no
Δευκαλίωνες	greek	no	Δευκαλίων	no
Δεύνυσος	greek	no	Δεύνυσος	no
Δεῖμος	greek	no	Δεῖμος	no
Δηΐμαχος	greek	no	Δηίμαχος	no
Δηΐοχος	greek	no	Δηΐοχος	no
Δηΐπυλος	greek	no	Δηΐπυλος	no
Δηΐπυρος	greek	no	Δηΐπυρος	no
Δηΐφονος	greek	no	Δηίφονος	no
Δηλιάς	greek	no	Δηλιάς	no
Δηλιακός	greek	no	Δηλιακός	no
Δηλιασταί	greek	no	Δηλιασταί	no
Δημάδης	greek	no	Δημάδης	no
Δημάρμενος	greek	no	Δημάρμενος	no
Δημέας	greek	no	Δημέας	no
Δημήτρια	greek	yes	Δημήτριος	of or belonging to Demeter
Δημήτριον	greek	no	Δημ́ητριος	no
Δημήτριον	greek	yes	Δημήτριος	of or belonging to Demeter
Δημήτριος1	greek	no	Δημ́ητριος	no
Δημήτριος1	greek	yes	Δημήτριος	of or belonging to Demeter
Δημήτριος2	greek	no	Δημ́ητριος	no
Δημήτριος2	greek	yes	Δημήτριος	of or belonging to Demeter
Δημαίνετος	greek	no	Δημάινετος	no
Δημαίνετος	greek	no	Δημαίνετος	no
Δημαγόρας	greek	no	Δημαγ́ορας	no
Δημαρέτη	greek	no	Δημαρέτη	no
Δημητριεύς	greek	no	Δημητριεύς	no
Δημοκήδης	greek	no	Δημοκήδης	no
Δημοκήδης	greek	no	δημοκήδης	no
Δημοκλῆς	greek	no	Δημοκλέης	no
Δημοκράτης	greek	no	Δημοκράτης	no
Δημοκόων	greek	no	Δημοκόων	no
Δημολέων	greek	no	Δημολέων	no
Δημολογοκλέων	greek	no	Δημολογοκλέων	no
Δημοπτόλεμος	greek	no	Δημοπτόλεμος	no
Δημοσθένης	greek	no	Δημοσθένης	no
Δημοσθενικός	greek	no	Δημοσθενικός	no
Δημοσθενικῶς	greek	no	Δημοσθενικός	no
Δημοτέλης	greek	no	Δημοτέλης	no
Δημοτέλης	greek	no	δεμοτελες	no
Δημοτίων	greek	no	Δημοτίων	no
Δημοφάνης	greek	no	Δημοφάνης	no
Δημοχάρης	greek	no	Δημοχάρης	no
Δημόδοκος	greek	no	Δημόδοκος	no
Δημόκριτος	greek	no	Δημόκριτος	no
Δημόνικος	greek	no	Δημόνικος	no
Δημόνοος	greek	no	Δημόνοος	no
Δημόστρατος	greek	no	Δημόστρατος	no
Δημότιμος	greek	no	Δημότιμος	no
Δημόφαντος	greek	no	Δημόφαντος	no
Δημόφαντος	greek	no	δημόφαντος	no
Δημόφιλος	greek	no	Δημόφιλος	no
Δημύλος	greek	no	Δημύλος	no
Δημώ	greek	no	Δημώ	no
Δημώ	greek	yes	δημός	fat
Δημώνασσα	greek	no	Δημώνασσα	no
Δηρά	greek	no	δηράς	no
Δηρά	greek	yes	δηρός	long, too long
Δηωΐνη	greek	no	Δηωίνη	no
Δηϊάνειρα	greek	yes	Δηιάνειρα	destroying her spouse
Δηϊδάμεια	greek	no	Δηιδαμεία	no
Δηϊκόων	greek	no	Δηϊκόων	no
Δηϊονεύς	greek	no	Δηϊονεύς	no
Δηϊοπίτης	greek	no	Δηϊοπίτης	no
Δηϊόκης	greek	no	Δηιόκης	no
Δηϊόπη	greek	no	Δηιόπη	no
Δηϊόταρος	greek	no	Δηϊόταρος	no
Δηϊών	greek	no	Δηιών	no
Δηϊώνη	greek	no	Δηϊώνη	no
Διάκρια	greek	yes	Διάκριοι	the Mountaineers
Διάλιος ἱερεύς	greek	yes	Διάλιος	flamen Dialis
Διάλιος ἱερεύς	greek	yes	ἱερεύς	priest, sacrificer, diviner
Διάνασσα	greek	no	διά-ἀνάζω	no
Διάνασσα	greek	no	διά-ναίω1	no
Διάρης	greek	yes	διαρρέω	flow through
Διαγόρας	greek	no	Διαγόρης	no
Διαδρόμης	greek	no	Διαδρόμης	no
Διακτορίδης	greek	no	Διακτορίδης	no
Διακός	greek	no	διι	no
Διδυμαῖον	greek	yes	Διδυμαῖος	their temple
Διδυμαῖον	greek	no	διδυμαῖον	no
Διδύμη	greek	no	Διδύμη	no
Διδύμη	greek	yes	δίδυμος	double, twofold
Διηνέκης	greek	no	Διηνέκης	no
Δικαίαρχος	greek	no	Δικαίαρχος	no
Δικαιαρχία	greek	no	Δικαιαρχίη	no
Δικαιογένης	greek	no	Δικαιογένης	no
Δινδυμήνη	greek	no	Δινδυμήνη	no
Διογένεια	greek	yes	Διογένειον	the school of Diogenes
Διογένεια	greek	no	Διογενεία	no
Διογένης	greek	no	Διογένης	no
Διογείτων	greek	no	Διογείτων	no
Διογενειανός	greek	no	Διογενειανός	no
Διοκλείδης	greek	no	Διοκλείδης	no
Διοκλῆς	greek	no	Διοκλέης	no
Διομέδων	greek	no	Διομέδων	no
Διομένης	greek	yes	δίω	put to flight
Διομήδειος	greek	no	Διομήδειος	no
Διομήδη	greek	no	Διομήδη	no
Διομήδη	greek	yes	Διομήδης	Jove-counselled
Διομήτωρ	greek	no	διομήτωρ	no
Διομηῒς πύλη	greek	yes	πύλη	one wing of a pair of double gates
Διονυσιακῶς	greek	yes	Διονυσιακός	belonging to the Dionysia or to Dionysus
Διονυσοφάνης	greek	no	Διονυσοφάνης	no
Διονυσόδωρος	greek	no	Διονυσόδωρος	no
Διονύσιος1	greek	yes	Διονύσιος	of Dionysus
Διονύσιος2	greek	yes	Διονύσιος	of Dionysus
Διοπείθης	greek	no	Διοπείθης	no
Διοσκορίδης	greek	no	Διοσκορίδης	no
Διοσκουρίδης	greek	no	Διοσκουρίδης	no
Διοτίμα	greek	no	Διοτίμα	no
Διοτρέφης	greek	no	Διοτρέφης	no
Διοφάνης	greek	no	Διοφάνης	no
Διπαιεύς	greek	no	Διπαιεύς	no
Διπόλεια	greek	no	Διπόλεια	no
Διπόλια	greek	no	Διπόλεια	no
Διτύλας	greek	no	Διτύλης	no
Διφρίδας	greek	no	Διφρίδας	no
Διωναίη	greek	no	Διωναῖος	no
Διϊτρέφης	greek	no	Διιτρέφης	no
Διόγνητος	greek	no	Διόγνητος	no
Διόδοτος	greek	no	Διόδοτος	no
Διόδωρος	greek	no	Διόδωρος	no
Διόκλεια	greek	no	Διοκλεία	no
Διόμιλος	greek	no	Διόμιλος	no
Διόμνηστος	greek	no	Διόμνηστος	no
Διόπομπος	greek	no	διόπομπος	no
Διόσκουροι	greek	yes	Διόσκοροι	the sons of Zeus
Διόσκουροι	greek	no	Διόσκουροι	no
Διότιμος	greek	no	Διότιμος	no
Διόφαντος	greek	no	Διόφαντος	no
Διώνα	greek	yes	Διώνη	Dione
Διώνυσος	greek	yes	Διόνυσος	a
Διώρης	greek	no	Διώρης	no
Διώρης	greek	yes	διοράω	see through, see clearly
Διὸς ἱερόν	greek	yes	Ζεύς	Zeus
Διὸς ἱερόν	greek	yes	ἱερόν	holy place
Διὸς ἱερόν	greek	yes	ἱερός	filled with or manifesting divine power, supernatural
Δμήτωρ	greek	no	Δμήτωρ	no
Δοίαντος πεδίον	greek	yes	πεδίον	plain
Δοίαντος πεδίον	greek	yes	πεδάω	bind with fetters
Δοιάντιον πεδίον	greek	yes	πεδίον	plain
Δοιάντιον πεδίον	greek	yes	πεδάω	bind with fetters
Δοκιμίτης λίθος	greek	yes	λίθος	stone
Δολίονες	greek	no	Δολίων	no
Δολίος	greek	no	Δολίος	no
Δολίχη	greek	no	Δολίχη	no
Δολιεῖς	greek	yes	δολίζω	adulterate
Δολοπία	greek	no	Δολοπίη	no
Δολοπίων	greek	no	Δολοπίων	no
Δομίτιος	greek	no	Δομίτιος	no
Δομνῖνος	greek	no	Δομνῖνος	no
Δορίσκος	greek	no	Δορίσκος	no
Δορύλαος	greek	no	Δορύλαος	no
Δουλίχιοι	greek	no	Δουλίχιος	no
Δουλίχιον	greek	no	Δουλίχιος	no
Δουλίχιονδε	greek	no	Δουλίχιος	no
Δουλιχιεύς	greek	no	Δουλιχιεύς	no
Δοῦρις	greek	no	Δούρις	no
Δράκης	greek	no	Δράκης	no
Δράκης	greek	yes	δέρκομαι	see clearly, see
Δράκιος	greek	no	Δράκης	no
Δράκιος	greek	yes	δράκος	eye
Δρίλων	greek	no	Δρίλων	no
Δρίλων	greek	yes	δρῖλος	verpus
Δρακοντίδης	greek	no	Δρακοντίδης	no
Δρεσία	greek	no	Δρεσία	no
Δρομιχαίτης	greek	no	Δρομιχαίτης	no
Δρομοκλείδης	greek	no	Δρομοκλείδης	no
Δροσερά	greek	yes	δροσερός	dewy, watery
Δρυΐδαι	greek	yes	Δρυίδης	Druid
Δρυμόν	greek	yes	Δρυμός	copse, thicket
Δρυμόν	greek	yes	δρυμός	copse, thicket
Δρυοπίς	greek	no	Δρυοπίς	no
Δρυὸς κεφαλαί	greek	no	Δρύς	no
Δρυὸς κεφαλαί	greek	yes	δρῦς	tree
Δρυὸς κεφαλαί	greek	yes	κεφαλή	head
Δρύας	greek	no	Δρύας	no
Δρύας	greek	yes	δρῦς	tree
Δρῖλαι	greek	no	Δρῖλαι	no
Δρῶοι	greek	no	Δρῶοι	no
Δυναμένη	greek	no	Δυναμένη	no
Δυναμένη	greek	yes	δύναμαι	to be able, strong enough
Δυρράχιον	greek	no	Δυρράχιον	no
Δυρράχιον	greek	no	Δυρράχιος	no
Δωδωνίς	greek	no	Δωδωνίς	no
Δωδωναῖος	greek	no	Δωδωναῖος	no
Δωδών	greek	yes	Δωδώνη	chatterbox
Δωρίς2	greek	yes	Δωρίς	Dorian knife
Δωρίων	greek	no	Δώριος	no
Δωρίων	greek	yes	δωρέω	give, present
